autoID,SeniorCity,Partner,Dependents,Service1,Service2,Security,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,Charges,Demand,Class
0114-IGABW,0,Yes,No,No,No phone service,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,Alpha
9944-AEXBM,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,Alpha
1853-ARAAQ,0,No,No,No,No phone service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,Alpha
6952-OMNWB,1,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,Alpha
4697-LUPSU,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,34.75,Alpha
8434-VGEQQ,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1305.95,Alpha
4952-YSOGZ,0,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.95,381.3,Betha
1589-AGTLK,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5,Betha
5244-IRFIH,1,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,94.5,3105.55,Betha
6549-YMFAW,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,204.55,Alpha
4950-HKQTE,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,Alpha
6786-OBWQR,0,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.85,356.1,Alpha
2684-EIWEO,1,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,Betha
2753-JMMCV,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,Alpha
6439-GTPCA,0,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.25,3941.7,Betha
6621-YOBKI,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,92.75,Alpha
1216-JWVUX,0,Yes,Yes,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.5,1901.05,Alpha
7564-GHCVB,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),79.05,5730.7,Alpha
1173-NOEYG,0,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,Alpha
7595-EHCDL,0,Yes,Yes,No,No phone service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),50.6,1653.45,Alpha
6647-ZEDXT,0,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.45,3327.05,Alpha
2521-NPUZR,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),101,7085.5,Alpha
1307-TVUFB,1,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,Alpha
7503-MIOGA,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,Alpha
4381-MHQDC,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,65,2879.9,Alpha
6923-JHPMP,0,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.45,137.1,Alpha
5138-WVKYJ,0,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,98.55,1008.55,Betha
4018-PPNDW,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,Alpha
1635-FJFCC,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,Alpha
2499-AJYUA,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,Alpha
6919-ELBGL,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,Alpha
3966-HRMZA,1,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,75.05,202.9,Alpha
6425-JWTDV,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,Alpha
8405-IGQFX,0,No,No,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),90.05,5817,Alpha
8224-IVVPA,0,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,Alpha
9477-LGWQI,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),80.15,5600.15,Alpha
1410-RSCMR,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,Alpha
3115-CZMZD,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25, ,Alpha
0139-IVFJG,0,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.35,190.5,Alpha
6683-VLCTZ,1,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.55,1842.8,Betha
5730-DBDSI,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,Alpha
0030-FNXPP,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,57.2,Alpha
2189-WWOEW,0,No,Yes,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Betha
5684-FJVYR,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),90.35,6563.4,Alpha
4013-GUXND,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,Alpha
1894-IGFSG,0,No,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,89.25,1907.85,Betha
7379-POKDZ,0,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,Betha
1266-NZYUI,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),66.85,4758.8,Alpha
7969-FFOWG,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,Alpha
4718-DHSMV,0,No,No,No,No phone service,No,No,No,No,Month-to-month,Yes,Mailed check,35.8,363.15,Alpha
5175-WLYXL,0,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,Alpha
7817-OMJNA,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,Alpha
8728-SKJLR,0,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.25,3089.1,Alpha
3137-NYQQI,0,Yes,No,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,64.8,1175.6,Alpha
7706-DZNKK,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,Alpha
0236-HFWSV,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.35,1444.65,Betha
3900-AQPHZ,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Betha
5842-POCOP,0,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,88.9,454.15,Betha
2037-XJFUP,0,Yes,No,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,95.8,3036.75,Betha
8823-RLPWL,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),110.65,8065.65,Alpha
9505-SQFSW,0,Yes,Yes,No,No phone service,No,Yes,No,No,Month-to-month,No,Mailed check,40.3,92.5,Alpha
7314-OXENN,0,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,82,184.65,Betha
3758-CKOQL,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107,6152.3,Alpha
0322-CHQRU,0,No,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,Betha
5676-CFLYY,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,Alpha
7521-AFHAB,0,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,Alpha
0285-INHLN,0,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,Alpha
4678-DVQEO,0,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.2,52.2,Betha
5125-CNDSP,0,No,Yes,No,No phone service,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),40.6,2588.95,Alpha
0691-IFBQW,1,No,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,110,4874.8,Betha
4992-LTJNE,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,Alpha
2202-OUTMO,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,Alpha
0810-BDHAW,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,78.4,1832.4,Alpha
0229-LFJAF,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),69.65,4908.25,Alpha
7131-ZQZNK,0,Yes,Yes,No,No phone service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,Alpha
3442-ZHHCC,0,No,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),76.9,5023,Alpha
5726-CVNYA,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,Alpha
9871-ELEYA,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),67.65,2339.3,Alpha
4257-GAESD,0,No,No,No,No phone service,No,No,No,No,Month-to-month,No,Credit card (automatic),45,298.7,Alpha
5173-WXOQV,0,Yes,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,Alpha
2040-OBMLJ,0,No,No,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),81.7,2548.65,Alpha
6286-ZHAOK,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,Alpha
3807-XHCJH,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20,20,Alpha
3009-JWMPU,0,No,No,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,96.75,6125.4,Betha
5671-RQRLP,1,Yes,No,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,Alpha
1450-GALXR,0,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Betha
8859-AXJZP,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.8,903.8,Alpha
3174-AKMAS,0,Yes,No,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),64.2,3009.5,Alpha
3138-BKYAV,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.35,489.45,Betha
9926-PJHDQ,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),76.8,5468.45,Alpha
7382-DFJTU,0,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.2,1058.1,Alpha
2798-NYLMZ,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),108.55,7616,Alpha
4289-DTDKW,0,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.3,4113.1,Betha
1820-TQVEV,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Betha
2239-JALAW,0,No,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),103.25,6017.65,Betha
4853-RULSV,0,No,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),104,7250.15,Betha
8098-TDCBU,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.25,1108.2,Alpha
3551-GAEGL,0,Yes,Yes,No,No phone service,Yes,No,No,No,One year,No,Bank transfer (automatic),30.4,938.65,Alpha
4785-NKHCX,1,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,94.15,Alpha
3196-NVXLZ,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,84.6,2088.05,Alpha
6275-YDUVO,0,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.2,178.7,Betha
0036-IHMOT,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,Alpha
0115-TFERT,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,Betha
4178-EGMON,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),88,5986.45,Alpha
4220-TINQT,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,Alpha
5318-YKDPV,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,Alpha
7975-TZMLR,0,No,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,103.1,4889.3,Alpha
0295-QVKPB,0,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.95,318.1,Alpha
4335-BSMJS,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.8,1563.95,Alpha
2311-QYMUQ,0,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Betha
3643-AHCFP,1,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Betha
9146-JRIOX,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,Alpha
3104-OWCGK,0,Yes,Yes,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,90.95,5453.4,Betha
5337-IIWKZ,0,Yes,Yes,No,No phone service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,1442.6,Alpha
9101-BWFSS,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,108.55,5610.7,Betha
9650-VBUOG,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,963.95,Alpha
3487-EARAT,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,5222.3,Alpha
2672-TGEFF,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.8,3340.55,Alpha
9231-ZJYAM,1,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,292.8,Betha
4250-WAROZ,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.25,5774.55,Alpha
8184-WMOFI,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),71.4,4487.3,Alpha
6982-SSHFK,0,No,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Betha
6092-QZVPP,0,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,Alpha
4625-LAMOB,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,905.55,Alpha
0727-BMPLR,1,No,No,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,100,5509.3,Betha
0392-BZIUW,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),105,7589.8,Alpha
1038-ZAGBI,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,Betha
6549-NNDYT,0,No,No,No,No phone service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,Alpha
3027-ZTDHO,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.9,89.9,Betha
0422-OHQHQ,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,Alpha
6916-HIJSE,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,5459.2,Alpha
2316-ESMLS,0,Yes,Yes,No,No phone service,Yes,No,No,Yes,One year,No,Credit card (automatic),33.15,444.75,Alpha
9778-OGKQZ,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92,6782.15,Alpha
7408-OFWXJ,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,Alpha
6007-TCTST,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,Alpha
2252-NKNSI,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,85.15,4461.85,Alpha
8713-IGZSO,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,62,Alpha
7905-TVXTA,0,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.35,352.65,Alpha
7695-PKLCZ,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1424.9,Alpha
2382-BCKQJ,0,No,Yes,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,100.15,6413.65,Betha
8374-UULRV,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),86.05,6309.65,Alpha
2207-NHRJK,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,50.8,50.8,Betha
3224-DFQNQ,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,89,5898.6,Alpha
5275-PMFUT,0,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,Alpha
4795-UXVCJ,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,457.3,Alpha
9777-IQHWP,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),93.4,5822.3,Alpha
0947-MUGVO,1,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,Betha
9944-HKVVB,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.1,307.4,Betha
4124-MMETB,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,Betha
3671-SHRSP,0,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.6,319.15,Betha
0979-MOZQI,0,Yes,No,No,No phone service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),39,2337.45,Alpha
2732-ISEZX,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,104.3,Alpha
3313-QKNKB,0,Yes,No,Yes,Yes,No,No,No,No,One year,No,Electronic check,85.55,5084.65,Betha
0323-XWWTN,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,Alpha
1937-OTUKY,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.2,7015.9,Alpha
1573-LGXBA,0,Yes,Yes,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),97.55,5598,Alpha
1764-VUUMT,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1269.1,Alpha
5073-WXOYN,0,No,No,No,No phone service,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,3027.4,Betha
4713-ZBURT,0,No,Yes,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),99.7,4634.35,Alpha
3050-GBUSH,0,No,No,No,No phone service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34.8,113.95,Alpha
0207-MDKNV,0,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,Betha
7876-AEHIG,0,No,Yes,No,No phone service,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077,Alpha
7945-HLKEA,0,No,No,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,64.75,4039.5,Alpha
9342-VNIMQ,0,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,Alpha
9851-KIELU,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,Betha
3523-BRGUW,1,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,504.2,Alpha
3908-BLSYF,0,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.9,497.55,Betha
3199-NPKCN,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,Alpha
5170-PTRKA,0,Yes,Yes,No,No phone service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),35.8,1782,Alpha
4661-NJEUX,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,20.05,Alpha
2123-AGEEN,1,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,Alpha
1258-YMZNM,1,No,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),110.5,2857.6,Alpha
0048-LUMLS,0,Yes,Yes,Yes,No,No,No,No,No,One year,No,Credit card (automatic),91.2,3247.55,Alpha
7549-MYGPK,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,Betha
5898-IGSLP,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,2823,Alpha
3804-RVTGV,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,Betha
6259-WJQLC,1,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,Alpha
9227-LUNBG,0,No,No,No,No phone service,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,Betha
7997-EASSD,0,Yes,No,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),81.2,4965.1,Alpha
0730-KOAVE,0,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,Alpha
8975-SKGRX,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55,Alpha
0678-RLHVP,0,No,No,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,105.55,5682.25,Alpha
4315-MURBD,0,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,Betha
2267-FPIMA,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,Alpha
1051-GEJLJ,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,Alpha
9734-YWGEX,0,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),98.3,923.5,Betha
2719-BDAQO,0,No,No,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,93.85,1625.65,Betha
5285-MVEHD,0,Yes,No,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.6,6068.65,Alpha
0379-DJQHR,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),81.35,5398.6,Alpha
0781-LKXBR,1,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.5,918.6,Betha
5543-QDCRY,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.4,234.85,Alpha
0297-RBCSG,0,No,No,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,Alpha
4694-PHWFW,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,Alpha
0835-JKADZ,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,Alpha
1907-UBQFC,1,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,Betha
7508-SMHXL,1,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),89,1288.3,Alpha
3865-YIOTT,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),106.1,7848.5,Alpha
5993-BQHEA,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,267,Alpha
6024-RUGGH,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.2,1798.9,Alpha
6513-EECDB,1,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,Betha
3956-CJUST,1,No,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,Alpha
